code;level;classificationName;
"'267'";3;"Manufacture of optical instruments, magnetic and optical media and photographic equipment";
"'2670'";4;"Manufacture of optical instruments, magnetic and optical media and photographic equipment";
"'26700'";5;"Manufacture of optical instruments, magnetic and optical media and photographic equipment";
"'27'";2;"Manufacture of electrical equipment";
"'271'";3;"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";
"'2711'";4;"Manufacture of electric motors, generators and transformers";
"'27110'";5;"Manufacture of electric motors, generators and transformers";
"'2712'";4;"Manufacture of electricity distribution and control apparatus";
"'27120'";5;"Manufacture of electricity distribution and control apparatus";
"'272'";3;"Manufacture of batteries and accumulators";
"'2720'";4;"Manufacture of batteries and accumulators";
"'27200'";5;"Manufacture of batteries and accumulators";
"'273'";3;"Manufacture of wiring and wiring devices";
"'2731'";4;"Manufacture of fibre optic cables";
"'27310'";5;"Manufacture of fibre optic cables";
"'2732'";4;"Manufacture of other electronic and electric wires and cables";
"'27320'";5;"Manufacture of other electronic and electric wires and cables";
"'2733'";4;"Manufacture of wiring devices";
"'27330'";5;"Manufacture of wiring devices";
"'274'";3;"Manufacture of lighting equipment";
"'2740'";4;"Manufacture of lighting equipment";
"'27400'";5;"Manufacture of lighting equipment";
"'275'";3;"Manufacture of domestic appliances";
"'2751'";4;"Manufacture of electric domestic appliances";
"'27510'";5;"Manufacture of electric domestic appliances";
"'2752'";4;"Manufacture of non-electric domestic appliances";
"'27520'";5;"Manufacture of non-electric domestic appliances";
"'279'";3;"Manufacture of other electrical equipment";
"'2790'";4;"Manufacture of other electrical equipment";
"'27900'";5;"Manufacture of other electrical equipment";
"'28'";2;"Manufacture of machinery and equipment n.e.c.";
"'281'";3;"Manufacture of general-purpose machinery";
"'2811'";4;"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";
"'28110'";5;"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";
"'2812'";4;"Manufacture of fluid power equipment";
"'28120'";5;"Manufacture of fluid power equipment";
"'2813'";4;"Manufacture of other pumps and compressors";
"'28130'";5;"Manufacture of other pumps and compressors";
"'2814'";4;"Manufacture of other taps and valves";
"'28140'";5;"Manufacture of other taps and valves";
"'2815'";4;"Manufacture of bearings, gears, gearing and driving elements";
"'28150'";5;"Manufacture of bearings, gears, gearing and driving elements";
"'282'";3;"Manufacture of other general-purpose machinery";
"'2821'";4;"Manufacture of ovens, furnaces and permanent household heating equipment";
"'28210'";5;"Manufacture of ovens, furnaces and permanent household heating equipment";
"'2822'";4;"Manufacture of lifting and handling equipment";
"'28220'";5;"Manufacture of lifting and handling equipment";
"'2823'";4;"Manufacture of office machinery and equipment, except computers and peripheral equipment";
"'28230'";5;"Manufacture of office machinery and equipment, except computers and peripheral equipment";
"'2824'";4;"Manufacture of power-driven hand tools";
"'28240'";5;"Manufacture of power-driven hand tools";
"'2825'";4;"Manufacture of non-domestic air conditioning equipment";
"'28250'";5;"Manufacture of non-domestic air conditioning equipment";
"'2829'";4;"Manufacture of other general-purpose machinery n.e.c.";
"'28290'";5;"Manufacture of other general-purpose machinery n.e.c.";
"'283'";3;"Manufacture of agricultural and forestry machinery";
"'2830'";4;"Manufacture of agricultural and forestry machinery";
"'28300'";5;"Manufacture of agricultural and forestry machinery";
"'284'";3;"Manufacture of metal forming machinery and machine tools";
"'2841'";4;"Manufacture of metal forming machinery and machine tools for metal work";
"'28410'";5;"Manufacture of metal forming machinery and machine tools for metal work";
"'2842'";4;"Manufacture of other machine tools";
"'28420'";5;"Manufacture of other machine tools";
"'289'";3;"Manufacture of other special-purpose machinery";
"'2891'";4;"Manufacture of machinery for metallurgy";
"'28910'";5;"Manufacture of machinery for metallurgy";
"'2892'";4;"Manufacture of machinery for mining, quarrying and construction";
"'28920'";5;"Manufacture of machinery for mining, quarrying and construction";
"'2893'";4;"Manufacture of machinery for food, beverage and tobacco processing";
"'28930'";5;"Manufacture of machinery for food, beverage and tobacco processing";
"'2894'";4;"Manufacture of machinery for textile, apparel and leather production";
"'28940'";5;"Manufacture of machinery for textile, apparel and leather production";
"'2895'";4;"Manufacture of machinery for paper and paperboard production";
"'28950'";5;"Manufacture of machinery for paper and paperboard production";
"'2896'";4;"Manufacture of plastics and rubber machinery";
"'28960'";5;"Manufacture of plastics and rubber machinery";
"'2897'";4;"Manufacture of additive manufacturing machinery";
"'28970'";5;"Manufacture of additive manufacturing machinery";
"'2899'";4;"Manufacture of other special-purpose machinery n.e.c.";
"'28990'";5;"Manufacture of other special-purpose machinery n.e.c.";
"'29'";2;"Manufacture of motor vehicles, trailers and semi-trailers";
"'291'";3;"Manufacture of motor vehicles";
"'2910'";4;"Manufacture of motor vehicles";
"'29100'";5;"Manufacture of motor vehicles";
"'292'";3;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";
"'2920'";4;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";
"'29200'";5;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";
"'293'";3;"Manufacture of motor vehicle parts and accessories";
"'2931'";4;"Manufacture of electrical and electronic equipment for motor vehicles";
"'29310'";5;"Manufacture of electrical and electronic equipment for motor vehicles";
"'2932'";4;"Manufacture of other parts and accessories for motor vehicles";
"'29320'";5;"Manufacture of other parts and accessories for motor vehicles";
"'30'";2;"Manufacture of other transport equipment";
"'301'";3;"Building of ships and boats";
"'3011'";4;"Building of civilian ships and floating structures";
"'30110'";5;"Building of civilian ships and floating structures";
"'3012'";4;"Building of pleasure and sporting boats";
"'30120'";5;"Building of pleasure and sporting boats";
"'3013'";4;"Building of military ships and vessels";
"'30130'";5;"Building of military ships and vessels";
"'302'";3;"Manufacture of railway locomotives and rolling stock";
"'3020'";4;"Manufacture of railway locomotives and rolling stock";
"'30200'";5;"Manufacture of railway locomotives and rolling stock";
"'303'";3;"Manufacture of air and spacecraft and related machinery";
"'3031'";4;"Manufacture of civilian air and spacecraft and related machinery";
"'30310'";5;"Manufacture of civilian air and spacecraft and related machinery";
"'3032'";4;"Manufacture of military air and spacecraft and related machinery";
"'30320'";5;"Manufacture of military air and spacecraft and related machinery";
"'304'";3;"Manufacture of military fighting vehicles";
"'3040'";4;"Manufacture of military fighting vehicles";
"'30400'";5;"Manufacture of military fighting vehicles";
"'309'";3;"Manufacture of transport equipment n.e.c.";
"'3091'";4;"Manufacture of motorcycles";
"'30910'";5;"Manufacture of motorcycles";
"'3092'";4;"Manufacture of bicycles and invalid carriages";
"'30920'";5;"Manufacture of bicycles and invalid carriages";
"'3099'";4;"Manufacture of other transport equipment n.e.c.";
"'30990'";5;"Manufacture of other transport equipment n.e.c.";
"'31'";2;"Manufacture of furniture";
"'310'";3;"Manufacture of furniture";
"'3100'";4;"Manufacture of furniture";
"'31000'";5;"Manufacture of furniture";
"'32'";2;"Other manufacturing";
"'321'";3;"Manufacture of jewellery, bijouterie and related articles";
"'3211'";4;"Striking of coins";
"'32110'";5;"Striking of coins";
"'3212'";4;"Manufacture of jewellery and related articles";
"'32120'";5;"Manufacture of jewellery and related articles";
"'3213'";4;"Manufacture of imitation jewellery and related articles";
"'32130'";5;"Manufacture of imitation jewellery and related articles";
"'322'";3;"Manufacture of musical instruments";
"'3220'";4;"Manufacture of musical instruments";
"'32200'";5;"Manufacture of musical instruments";
"'323'";3;"Manufacture of sports goods";
"'3230'";4;"Manufacture of sports goods";
"'32300'";5;"Manufacture of sports goods";
"'324'";3;"Manufacture of games and toys";
"'3240'";4;"Manufacture of games and toys";
"'32400'";5;"Manufacture of games and toys";
"'325'";3;"Manufacture of medical and dental instruments and supplies";
"'3250'";4;"Manufacture of medical and dental instruments and supplies";
"'32501'";5;"Manufacture of dentures and artificial teeth";
"'32502'";5;"Manufacture of other medical and dental instruments and supplies";
"'329'";3;"Manufacturing n.e.c.";
"'3291'";4;"Manufacture of brooms and brushes";
"'32910'";5;"Manufacture of brooms and brushes";
"'3299'";4;"Other manufacturing n.e.c.";
"'32991'";5;"Manufacture of protective safety equipment";
"'32999'";5;"Other miscellaneous manufacturing n.e.c.";
"'33'";2;"Repair, maintenance and installation of machinery and equipment";
"'331'";3;"Repair and maintenance of fabricated metal products, machinery and equipment";
"'3311'";4;"Repair and maintenance of fabricated metal products";
"'33110'";5;"Repair and maintenance of fabricated metal products";
"'3312'";4;"Repair and maintenance of machinery";
"'33121'";5;"Repair and maintenance of general-purpose machinery";
"'33122'";5;"Repair and maintenance of agricultural and forestry machinery";
"'33123'";5;"Repair and maintenance of metal-cutting and metal-forming machinery and other machine tools";
"'33129'";5;"Repair and maintenance of other special-purpose machinery";
"'3313'";4;"Repair and maintenance of electronic and optical equipment";
"'33130'";5;"Repair and maintenance of electronic and optical equipment";
"'3314'";4;"Repair and maintenance of electrical equipment";
"'33140'";5;"Repair and maintenance of electrical equipment";
"'3315'";4;"Repair and maintenance of civilian ships and boats";
"'33150'";5;"Repair and maintenance of civilian ships and boats";
"'3316'";4;"Repair and maintenance of civilian air and spacecraft";
"'33160'";5;"Repair and maintenance of civilian air and spacecraft";
"'3317'";4;"Repair and maintenance of other civilian transport equipment";
"'33170'";5;"Repair and maintenance of other civilian transport equipment";
"'3318'";4;"Repair and maintenance of military fighting vehicles, ships, boats, air and spacecraft";
"'33180'";5;"Repair and maintenance of military fighting vehicles, ships, boats, air and spacecraft";
"'3319'";4;"Repair and maintenance of other equipment";
"'33190'";5;"Repair and maintenance of other equipment";
"'332'";3;"Installation of industrial machinery and equipment";
"'3320'";4;"Installation of industrial machinery and equipment";
"'33200'";5;"Installation of industrial machinery and equipment";
"'D'";1;"Electricity, gas, steam and air conditioning supply";
"'35'";2;"Electricity, gas, steam and air conditioning supply";
"'351'";3;"Electric power generation, transmission and distribution";
"'3511'";4;"Production of electricity from non-renewable sources";
"'35110'";5;"Production of electricity from non-renewable sources";
"'3512'";4;"Production of electricity from renewable sources";
"'35121'";5;"Production of electricity from hydropower";
"'35122'";5;"Production of electricity from wind power";
"'35129'";5;"Production of electricity from other renewable sources";
"'3513'";4;"Transmission of electricity";
"'35130'";5;"Transmission of electricity";
"'3514'";4;"Distribution of electricity";
"'35140'";5;"Distribution of electricity";
"'3515'";4;"Trade of electricity";
"'35150'";5;"Trade of electricity";
"'3516'";4;"Storage of electricity";
"'35160'";5;"Storage of electricity";
"'352'";3;"Manufacture of gas, and distribution of gaseous fuels through mains";
"'3521'";4;"Manufacture of gas";
"'35210'";5;"Manufacture of gas";
"'3522'";4;"Distribution of gaseous fuels through mains";
"'35220'";5;"Distribution of gaseous fuels through mains";
"'3523'";4;"Trade of gas through mains";
"'35230'";5;"Trade of gas through mains";
"'3524'";4;"Storage of gas as part of network supply services";
"'35240'";5;"Storage of gas as part of network supply services";
"'353'";3;"Steam and air conditioning supply";
"'3530'";4;"Steam and air conditioning supply";
"'35300'";5;"Steam and air conditioning supply";
"'354'";3;"Activities of brokers and agents for electric power and natural gas";
"'3540'";4;"Activities of brokers and agents for electric power and natural gas";
"'35400'";5;"Activities of brokers and agents for electric power and natural gas";
"'E'";1;"Water supply; sewerage, waste management and remediation activities";
"'36'";2;"Water collection, treatment and supply";
"'360'";3;"Water collection, treatment and supply";
"'3600'";4;"Water collection, treatment and supply";
"'36000'";5;"Water collection, treatment and supply";
"'37'";2;"Sewerage";
"'370'";3;"Sewerage";
"'3700'";4;"Sewerage";
"'37000'";5;"Sewerage";
"'38'";2;"Waste collection, recovery and disposal activities";
"'381'";3;"Waste collection";
"'3811'";4;"Collection of non-hazardous waste";
"'38110'";5;"Collection of non-hazardous waste";
"'3812'";4;"Collection of hazardous waste";
"'38120'";5;"Collection of hazardous waste";
"'382'";3;"Waste recovery";
"'3821'";4;"Materials recovery";
"'38210'";5;"Materials recovery";
"'3822'";4;"Energy recovery";
"'38220'";5;"Energy recovery";
"'3823'";4;"Other waste recovery";
"'38230'";5;"Other waste recovery";
"'383'";3;"Waste disposal without recovery";
"'3831'";4;"Incineration without energy recovery";
"'38310'";5;"Incineration without energy recovery";
"'3832'";4;"Landfilling or permanent storage";
"'38320'";5;"Landfilling or permanent storage";
"'3833'";4;"Other waste disposal";
"'38330'";5;"Other waste disposal";
"'39'";2;"Remediation activities and other waste management service activities";
"'390'";3;"Remediation activities and other waste management service activities";
"'3900'";4;"Remediation activities and other waste management service activities";
"'39000'";5;"Remediation activities and other waste management service activities";
"'F'";1;"Construction";
"'41'";2;"Construction of residential and non-residential buildings";
"'410'";3;"Construction of residential and non-residential buildings";
"'4100'";4;"Construction of residential and non-residential buildings";
"'41000'";5;"Construction of residential and non-residential buildings";
"'42'";2;"Civil engineering";
"'421'";3;"Construction of roads and railways";
"'4211'";4;"Construction of roads and motorways";
"'42110'";5;"Construction of roads and motorways";
"'4212'";4;"Construction of railways and underground railways";
"'42120'";5;"Construction of railways and underground railways";
"'4213'";4;"Construction of bridges and tunnels";
"'42130'";5;"Construction of bridges and tunnels";
"'422'";3;"Construction of utility projects";
"'4221'";4;"Construction of utility projects for fluids";
"'42210'";5;"Construction of utility projects for fluids";
"'4222'";4;"Construction of utility projects for electricity and telecommunications";
"'42220'";5;"Construction of utility projects for electricity and telecommunications";
"'429'";3;"Construction of other civil engineering projects";
"'4291'";4;"Construction of water projects";
"'42910'";5;"Construction of water projects";
"'4299'";4;"Construction of other civil engineering projects n.e.c.";
"'42990'";5;"Construction of other civil engineering projects n.e.c.";
"'43'";2;"Specialised construction activities";
"'431'";3;"Demolition and site preparation";
"'4311'";4;"Demolition";
"'43110'";5;"Demolition";
"'4312'";4;"Site preparation";
"'43120'";5;"Site preparation";
"'4313'";4;"Test drilling and boring";
"'43130'";5;"Test drilling and boring";
"'432'";3;"Electrical, plumbing and other construction installation activities";
"'4321'";4;"Electrical installation";
"'43210'";5;"Electrical installation";
"'4322'";4;"Plumbing, heat and air-conditioning installation";
"'43220'";5;"Plumbing, heat and air-conditioning installation";
"'4323'";4;"Installation of insulation";
"'43230'";5;"Installation of insulation";
"'4324'";4;"Other construction installation";
"'43241'";5;"Installation of lifts and escalators";
"'43249'";5;"Other construction installation n.e.c.";
"'433'";3;"Building completion and finishing";
"'4331'";4;"Plastering";
"'43310'";5;"Plastering";
"'4332'";4;"Joinery installation";
"'43320'";5;"Joinery installation";
"'4333'";4;"Floor and wall covering";
"'43330'";5;"Floor and wall covering";
"'4334'";4;"Painting and glazing";
"'43341'";5;"Painting";
"'43342'";5;"Glazing";
"'4335'";4;"Other building completion and finishing";
"'43350'";5;"Other building completion and finishing";
"'434'";3;"Specialised construction activities in construction of buildings";
"'4341'";4;"Roofing activities";
"'43410'";5;"Roofing activities";
"'4342'";4;"Other specialised construction activities in construction of buildings";
"'43420'";5;"Other specialised construction activities in construction of buildings";
"'435'";3;"Specialised construction activities in civil engineering";
"'4350'";4;"Specialised construction activities in civil engineering";
"'43500'";5;"Specialised construction activities in civil engineering";
"'436'";3;"Intermediation service activities for specialised construction services";
"'4360'";4;"Intermediation service activities for specialised construction services";
"'43600'";5;"Intermediation service activities for specialised construction services";
"'439'";3;"Other specialised construction activities";
"'4391'";4;"Masonry and bricklaying activities";
"'43910'";5;"Masonry and bricklaying activities";
"'4399'";4;"Other specialised construction activities n.e.c.";
"'43991'";5;"Renting of construction equipment with operator";
"'43999'";5;"Other miscellaneous specialised construction activities n.e.c.";
"'G'";1;"Wholesale and retail trade";
"'46'";2;"Wholesale trade";
"'461'";3;"Wholesale on a fee or contract basis";
"'4611'";4;"Activities of agents involved in the wholesale of agricultural raw materials, live animals, textile raw materials and semi-finished goods";
"'46110'";5;"Activities of agents involved in the wholesale of agricultural raw materials, live animals, textile raw materials and semi-finished goods";
"'4612'";4;"Activities of agents involved in the wholesale of fuels, ores, metals and industrial chemicals";
"'46120'";5;"Activities of agents involved in the wholesale of fuels, ores, metals and industrial chemicals";
"'4613'";4;"Activities of agents involved in the wholesale of timber and building materials";
"'46130'";5;"Activities of agents involved in the wholesale of timber and building materials";
"'4614'";4;"Activities of agents involved in the wholesale of machinery, industrial equipment, ships and aircraft";
"'46140'";5;"Activities of agents involved in the wholesale of machinery, industrial equipment, ships and aircraft";
"'4615'";4;"Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery";
"'46150'";5;"Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery";
"'4616'";4;"Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods";
"'46160'";5;"Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods";
"'4617'";4;"Activities of agents involved in the wholesale of food, beverages and tobacco";
"'46170'";5;"Activities of agents involved in the wholesale of food, beverages and tobacco";
"'4618'";4;"Activities of agents involved in the wholesale of other particular products";
"'46180'";5;"Activities of agents involved in the wholesale of other particular products";
"'4619'";4;"Activities of agents involved in non-specialised wholesale";
"'46190'";5;"Activities of agents involved in non-specialised wholesale";
"'462'";3;"Wholesale of agricultural raw materials and live animals";
"'4621'";4;"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";
"'46210'";5;"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";
"'4622'";4;"Wholesale of flowers and plants";
"'46220'";5;"Wholesale of flowers and plants";
"'4623'";4;"Wholesale of live animals";
"'46230'";5;"Wholesale of live animals";
"'4624'";4;"Wholesale of hides, skins and leather";
"'46240'";5;"Wholesale of hides, skins and leather";
"'463'";3;"Wholesale of food, beverages and tobacco";
"'4631'";4;"Wholesale of fruit and vegetables";
"'46310'";5;"Wholesale of fruit and vegetables";
"'4632'";4;"Wholesale of meat, meat products, fish and fish products";
"'46321'";5;"Wholesale of meat and meat products";
"'46322'";5;"Wholesale of fish and fish products";
"'4633'";4;"Wholesale of dairy products, eggs and edible oils and fats";
"'46330'";5;"Wholesale of dairy products, eggs and edible oils and fats";
"'4634'";4;"Wholesale of beverages";
"'46340'";5;"Wholesale of beverages";
"'4635'";4;"Wholesale of tobacco products";
"'46350'";5;"Wholesale of tobacco products";
"'4636'";4;"Wholesale of sugar, chocolate and sugar confectionery";
"'46360'";5;"Wholesale of sugar, chocolate and sugar confectionery";
"'4637'";4;"Wholesale of coffee, tea, cocoa and spices";
"'46370'";5;"Wholesale of coffee, tea, cocoa and spices";
"'4638'";4;"Wholesale of other food";
"'46381'";5;"Wholesale of health food";
"'46389'";5;"Wholesale of other food n.e.c.";
"'4639'";4;"Non-specialised wholesale of food, beverages and tobacco";
"'46390'";5;"Non-specialised wholesale of food, beverages and tobacco";
"'464'";3;"Wholesale of household goods";
"'4641'";4;"Wholesale of textiles";
"'46411'";5;"Wholesale of fabrics and yarns";
"'46412'";5;"Wholesale of other textile products";
"'4642'";4;"Wholesale of clothing and footwear";
"'46421'";5;"Wholesale of clothing";
"'46422'";5;"Wholesale of footwear";
"'4643'";4;"Wholesale of electrical household appliances";
"'46431'";5;"Wholesale of radio and television equipment";
"'46439'";5;"Wholesale of other electrical household appliances";
"'4644'";4;"Wholesale of china and glassware and cleaning materials";
"'46441'";5;"Wholesale of china and glassware";
"'46442'";5;"Wholesale of cleaning materials";
"'4645'";4;"Wholesale of perfume and cosmetics";
"'46450'";5;"Wholesale of perfume and cosmetics";
"'4646'";4;"Wholesale of pharmaceutical and medical goods";
"'46461'";5;"Wholesale of pharmaceutical goods";
"'46462'";5;"Wholesale of medical goods";
"'4647'";4;"Wholesale of household, office and shop furniture, carpets and lighting equipment";
"'46470'";5;"Wholesale of household, office and shop furniture, carpets and lighting equipment";
"'4648'";4;"Wholesale of watches and jewellery";
"'46480'";5;"Wholesale of watches and jewellery";
"'4649'";4;"Wholesale of other household goods";
"'46491'";5;"Wholesale of stationery";
"'46492'";5;"Wholesale of sports goods";
"'46493'";5;"Wholesale of recreational boats";
"'46494'";5;"Wholesale of other specialised hobby equipment";
"'46499'";5;"Wholesale of other household goods n.e.c.";
"'465'";3;"Wholesale of information and communication equipment";
"'4650'";4;"Wholesale of information and communication equipment";
"'46500'";5;"Wholesale of information and communication equipment";
"'466'";3;"Wholesale of other machinery, equipment and supplies";
"'4661'";4;"Wholesale of agricultural machinery, equipment and supplies";
"'46610'";5;"Wholesale of agricultural machinery, equipment and supplies";
"'4662'";4;"Wholesale of machine tools";
"'46620'";5;"Wholesale of machine tools";
"'4663'";4;"Wholesale of mining, construction and civil engineering machinery";
"'46630'";5;"Wholesale of mining, construction and civil engineering machinery";
"'4664'";4;"Wholesale of other machinery and equipment";
"'46641'";5;"Wholesale of electrical equipment and supplies";
"'46642'";5;"Wholesale of other machinery for use in industry";
"'46649'";5;"Wholesale of other machinery and equipment n.e.c.";
"'467'";3;"Wholesale of motor vehicles, motorcycles and related parts and accessories";
"'4671'";4;"Wholesale of motor vehicles";
"'46711'";5;"Wholesale of cars and light motor vehicles";
"'46712'";5;"Wholesale of lorries and other heavy motor vehicles";
"'4672'";4;"Wholesale of motor vehicle parts and accessories";
"'46721'";5;"Wholesale of motor vehicle tyres";
"'46722'";5;"Wholesale of other motor vehicle parts and accessories";
"'4673'";4;"Wholesale of motorcycles, motorcycle parts and accessories";
"'46730'";5;"Wholesale of motorcycles, motorcycle parts and accessories";
"'468'";3;"Other specialised wholesale";
"'4681'";4;"Wholesale of solid, liquid and gaseous fuels and related products";
"'46810'";5;"Wholesale of solid, liquid and gaseous fuels and related products";
"'4682'";4;"Wholesale of metals and metal ores";
"'46820'";5;"Wholesale of metals and metal ores";
"'4683'";4;"Wholesale of wood, construction materials and sanitary equipment";
"'46831'";5;"Wholesale of construction materials without specialisation on any specific product group";
"'46832'";5;"Wholesale of wood";
"'46833'";5;"Wholesale of metal construction materials";
"'46839'";5;"Specialised wholesale of other construction materials and sanitary equipment";
"'4684'";4;"Wholesale of hardware, plumbing and heating equipment and supplies";
"'46841'";5;"Wholesale of hardware";
"'46842'";5;"Wholesale of plumbing and heating equipment and supplies";
"'4685'";4;"Wholesale of chemical products";
"'46850'";5;"Wholesale of chemical products";
"'4686'";4;"Wholesale of other intermediate products";
"'46860'";5;"Wholesale of other intermediate products";
"'4687'";4;"Wholesale of waste and scrap";
"'46870'";5;"Wholesale of waste and scrap";
"'4689'";4;"Other specialised wholesale n.e.c.";
"'46890'";5;"Other specialised wholesale n.e.c.";
"'469'";3;"Non-specialised wholesale trade";
"'4690'";4;"Non-specialised wholesale trade";
"'46900'";5;"Non-specialised wholesale trade";
"'47'";2;"Retail trade";
"'471'";3;"Non-specialised retail sale";
"'4711'";4;"Non-specialised retail sale of predominately food, beverages or tobacco";
"'47110'";5;"Non-specialised retail sale of predominately food, beverages or tobacco";
"'4712'";4;"Other non-specialised retail sale";
"'47120'";5;"Other non-specialised retail sale";
"'472'";3;"Retail sale of food, beverages and tobacco";
"'4721'";4;"Retail sale of fruit and vegetables";
"'47210'";5;"Retail sale of fruit and vegetables";
"'4722'";4;"Retail sale of meat and meat products";
"'47220'";5;"Retail sale of meat and meat products";
"'4723'";4;"Retail sale of fish, crustaceans and molluscs";
"'47230'";5;"Retail sale of fish, crustaceans and molluscs";
"'4724'";4;"Retail sale of bread, cake and confectionery";
"'47240'";5;"Retail sale of bread, cake and confectionery";
"'4725'";4;"Retail sale of beverages";
"'47250'";5;"Retail sale of beverages";
"'4726'";4;"Retail sale of tobacco products";
"'47260'";5;"Retail sale of tobacco products";
"'4727'";4;"Retail sale of other food";
"'47271'";5;"Retail sale of health food";
"'47279'";5;"Retail sale of other food n.e.c.";
"'473'";3;"Retail sale of automotive fuel";
"'4730'";4;"Retail sale of automotive fuel";
"'47300'";5;"Retail sale of automotive fuel";
"'474'";3;"Retail sale of information and communication equipment";
"'4740'";4;"Retail sale of information and communication equipment";
"'47400'";5;"Retail sale of information and communication equipment";
"'475'";3;"Retail sale of other household equipment";
"'4751'";4;"Retail sale of textiles";
"'47511'";5;"Retail sale of fabrics";
"'47512'";5;"Retail sale of yarns and needlework supplies";
"'4752'";4;"Retail sale of hardware, building materials, paints and glass";
"'47521'";5;"Retail sale of hardware and building materials without specialisation on any specific product group";
"'47522'";5;"Retail sale of paints";
"'47523'";5;"Retail sale of kitchen and sanitary fixtures";
"'47529'";5;"Other specialised retail sale of hardware, building materials and glass";
"'4753'";4;"Retail sale of carpets, rugs, wall and floor coverings";
"'47531'";5;"Retail sale of carpets, rugs and curtains";
"'47532'";5;"Retail sale of wall and floor coverings";
"'4754'";4;"Retail sale of electrical household appliances";
"'47540'";5;"Retail sale of electrical household appliances";
"'4755'";4;"Retail sale of furniture, lighting equipment, tableware and other household goods";
"'47551'";5;"Retail sale of furniture";
"'47552'";5;"Retail sale of lighting equipment";
"'47553'";5;"Retail sale of baby equipment";
"'47554'";5;"Retail sale of tableware and household goods made of rubber or plastic";
"'47555'";5;"Retail sale of other tableware and household goods";
"'476'";3;"Retail sale of cultural and recreation goods";
"'4761'";4;"Retail sale of books";
"'47610'";5;"Retail sale of books";
"'4762'";4;"Retail sale of newspapers, and other periodical publications and stationery";
"'47620'";5;"Retail sale of newspapers, and other periodical publications and stationery";
"'4763'";4;"Retail sale of sporting equipment";
"'47631'";5;"Retail sale of boats and boating accessories";
"'47632'";5;"Retail sale of bicycles and other sports equipment";
"'4764'";4;"Retail sale of games and toys";
"'47640'";5;"Retail sale of games and toys";
"'4769'";4;"Retail sale of cultural and recreational goods n.e.c.";
"'47691'";5;"Activities of commercial art galleries";
"'47699'";5;"Retail sale of other cultural and recreational goods n.e.c.";
"'477'";3;"Retail sale of other goods, except motor vehicles and motorcycles";
"'4771'";4;"Retail sale of clothing";
"'47711'";5;"Specialised retail sale of clothing and accessories";
"'47712'";5;"Retail sale of clothing without specialisation on any specific product group";
"'4772'";4;"Retail sale of footwear and leather goods";
"'47721'";5;"Retail sale of footwear";
"'47722'";5;"Retail sale of leather goods";
"'4773'";4;"Retail sale of pharmaceutical products";
"'47730'";5;"Retail sale of pharmaceutical products";
"'4774'";4;"Retail sale of medical and orthopaedic goods";
"'47741'";5;"Retail sale of optical medical goods";
"'47742'";5;"Retail sale of other medical and orthopaedic goods";
"'4775'";4;"Retail sale of cosmetic and toilet articles";
"'47750'";5;"Retail sale of cosmetic and toilet articles";
"'4776'";4;"Retail sale of flowers, plants, fertilisers, pets and pet food";
"'47761'";5;"Retail sale of flowers and ornamental plants";
"'47762'";5;"Retail sale of other plants and fertilisers";
"'47763'";5;"Retail sale of pets and pet food";
"'4777'";4;"Retail sale of watches and jewellery";
"'47770'";5;"Retail sale of watches and jewellery";
"'4778'";4;"Retail sale of other new goods";
"'47781'";5;"Retail sale of photographic goods";
"'47782'";5;"Retail sale of other new goods n.e.c.";
"'4779'";4;"Retail sale of second-hand goods";
"'47791'";5;"Retail sale of antiques";
"'47792'";5;"Retail sale of second-hand books";
"'47793'";5;"Retail sale of second-hand clothing and accessories";
"'47799'";5;"Retail sale of other second-hand goods";
"'478'";3;"Retail sale of motor vehicles, motorcycles and related parts and accessories";
"'4781'";4;"Retail sale of motor vehicles";
"'47811'";5;"Retail sale of cars and light motor vehicles";
"'47812'";5;"Retail sale of touring caravans and other motor vehicles";
"'4782'";4;"Retail sale of motor vehicle parts and accessories";
"'47821'";5;"Retail sale of motor vehicle tyres";
"'47822'";5;"Retail sale of other motor vehicle parts and accessories";
"'4783'";4;"Retail sale of motorcycles, motorcycle parts and accessories";
"'47830'";5;"Retail sale of motorcycles, motorcycle parts and accessories";
"'479'";3;"Intermediation service activities for retail sale";
"'4791'";4;"Intermediation service activities for non-specialised retail sale";
"'47910'";5;"Intermediation service activities for non-specialised retail sale";
"'4792'";4;"Intermediation service activities for specialised retail sale";
"'47920'";5;"Intermediation service activities for specialised retail sale";
"'H'";1;"Transportation and storage";
"'49'";2;"Land transport and transport via pipelines";
"'491'";3;"Passenger rail transport";
"'4911'";4;"Passenger heavy rail transport";
"'49110'";5;"Passenger heavy rail transport";
"'4912'";4;"Other passenger rail transport";
